name,city,area,cuisines_clean,rating_clean,delivery_mins,minDeliveryTime,maxDeliveryTime,cost_two_clean,visibility_index
Sandwich Gali,Kolkata,Salt Lake,"Fast, Food",,80,74,74,250,
BANGALIYANA RANNA GHAR,Kolkata,Garfa,Indian,2.7,80,76,76,300,8.220210582
Mamasan,Kolkata,Santoshpur,Oriental,4.1,80,77,77,900,12.48254199
ALT-The Healthy Kitchen,Kolkata,Bidhannagar,"Healthy, Food, Thalis, Beverages, Pizzas, Chinese",4.2,80,72,72,400,19.38350617
Anytime Pizza,Kolkata,Bidhannagar,"Italian, Desserts",,80,74,74,300,
Cookies & Cakes,Kolkata,Golf Green,Desserts,4.4,80,76,76,200,30.39852103
Legacy Of China,Kolkata,Bidhannagar,"North, Indian, Chinese, Fast, Food",4.1,80,72,72,400,18.92199412
Pour House,Kolkata,Bidhannagar,"Indian, Italian, Chinese, Continental",,80,72,72,1200,
OHH DELICIOUS,Kolkata,Kestopur,"Indian, North, Indian",,80,80,80,400,
SHANGHAI FLAVOURS OF CHINA TOWN,Kolkata,Salt Lake,Chinese,3.8,78,72,72,1000,14.9409374
HOUSE OF BHUKKARS,Kolkata,East Kolkata Township,"Chinese, Continental, Indian, Seafood",4.4,84,80,80,300,20.30653027
KOLKATA PIZZA,Kolkata,Lake Town,"Pizzas, Fast, Food, Beverages",,91,85,85,159,
Farest Kitchen,Kolkata,Dum Dum,Chinese,3.7,86,80,80,250,11.26473302
CHUNKY MONKEY,Kolkata,Lake Gardens,"Italian, Pizzas, Fast, Food",3.2,84,80,80,200,12.58184202
25 MAIN STREET CAFE,Kolkata,Salt Lake,Indian,,76,70,70,300,
Mughal Shughal By The Way,Kolkata,East Kolkata Township,"Mughlai, North, Indian",3.9,78,74,74,500,11.87363751
KAVIAR Charu Market RESTAURANT,Kolkata,Jadavpur,"North, Indian, Chinese, Tandoor, Indian",,82,78,78,600,
Gupta's Veg,Kolkata,Kolkata,"North, Indian, Chinese, Tandoor",4.2,82,76,76,200,26.10974562
Nidhees fast food,Kolkata,Alipore,"Chinese, Fast, Food",,83,80,80,200,
QFC - Quality Fried Chicken,Kolkata,Dumdum,"Fast, Food, Combo, Chinese",4.3,88,82,82,200,26.73140623
Gurudev Restaurant,Kolkata,Kolkata,"Indian, Chinese, South, Indian, Biryani",4.3,81,75,75,300,26.73140623
Gupta Eating House,Kolkata,Jadavpur,"Indian, Chinese, Fast, Food",4.2,81,77,77,150,29.01677007
WAH! PHUCHKA,Kolkata,Jodhpur Park,"Fast, Food, Beverages, Snacks",4.4,84,80,80,100,20.30653027
"ANJALI	CATERER",Kolkata,Dumdum,Bengali,,93,87,87,200,
Wow! China Bistro,Kolkata,Salt Lake,"Tibetan, Fast, Food, Chinese, Asian, Snacks, Continental, Desserts, Beverages",4,77,71,71,400,18.46048207
foodie folks,Kolkata,Ruby Area,"Bengali, Indian, Continental, Italian, Oriental, Desserts",,79,75,75,200,
Ya Burger,Kolkata,Kasba,"American, Continental, Italian, Snacks, Pastas, Combo",4.5,77,73,73,300,27.97472745
Kitchen Plaza,Kolkata,Ruby Area,"Indian, Chinese, Bengali",4,84,80,80,200,12.17808975
Shivohan Kitchen,Kolkata,Lake Town,"Fast, Food, Indian",4.6,88,82,82,150,14.00480321
THE SPICE FACTORY,Kolkata,Rabindra Sarovar,"North, Indian, Beverages",3.4,85,81,81,250,13.36820715
10 Downing street,Kolkata,Bidhannagar,"North, Indian, Chinese, Continental",4,78,70,70,1000,12.17808975
CHEESY BLAST,Kolkata,Baguihati,"Fast, Food, Indian, Mughlai, Pizzas",,76,76,76,250,
old mate's,Kolkata,Jodhpur Park,"Continental, Chinese",,90,86,86,500,
Jyoti Sweets & Snacks,Kolkata,New Alipore,Sweets,,81,78,78,100,
Express By Ab's,Kolkata,Bidhannagar,"Barbecue, Biryani, Indian, Thalis",4.5,82,74,74,300,13.70035097
GITANJALI EATING HOUSE,Kolkata,Ruby Area,"North, Indian, Chinese, Biryani",4.2,74,70,70,300,12.78699424
Agarwal's Kitchen,Kolkata,Bidhannagar,"Combo, Thalis, North, Indian, Desserts, Beverages",4.2,72,66,66,250,29.01677007
BUDDY BITES,Kolkata,Ruby Area,"Indian, Kebabs, Combo",,79,75,75,200,
Steam In Mugs,Kolkata,Jodhpur Park,"Continental, Chinese, Desserts",3.6,82,78,78,300,10.96028078
Tiffin Express ,Kolkata,Bidhannagar,Indian,4,77,71,71,200,15.72730253
Kolkata@91,Kolkata,Salt Lake,"Fast, Food, Snacks, Beverages, Pastas",,74,68,68,150,
New Bharat Sweets,Kolkata,Dum Dum,Sweets,4,78,72,72,100,18.46048207
Food Point,Kolkata,Tollygunge,"Biryani, Snacks, Tandoor",3.4,93,90,90,150,15.69140976
7 - Eleven,Kolkata,Ruby Area,"Beverages, Fast, Food, Desserts",,85,81,81,300,
GRUBVIBE,Kolkata,Salt Lake,"Chinese, Indian, Continental, Beverages",,85,79,79,200,
South Indian Flavours,Kolkata,New Alipore,Indian,3.4,81,78,78,200,10.35137629
Snack Shack by Chatar Patar,Kolkata,East Kolkata Township,"Snacks, Chaat, Fast, Food, Cafe, Beverages, Pastas, Indian, Healthy, Food",4.4,76,72,72,200,27.35306684
SPICY BELLPEPPER,Kolkata,East Kolkata Township,"South, Indian, Chinese",,81,77,77,450,
Abar Baithak,Kolkata,Jodhpur Park,"Fast, Food",4.5,81,77,77,550,20.76804233
Sly Fox Gastro Club,Kolkata,Bidhannagar,"Continental, Chinese, Indian, Italian, European",4.2,79,71,71,1200,16.51366766
The Howrah Bridge,Kolkata,East Kolkata Township,"North, Indian, Chinese, Fast, Food, South, Indian",4.2,77,73,73,250,19.38350617
Annapurna Pure Veg Restaurant,Kolkata,Baguihati,"Indian, Chinese, Snacks, Thalis",4.1,90,84,84,250,28.3258946
Tewari Brothers,Kolkata,New Alipore,"Sweets, Snacks",4.5,81,78,78,300,27.97472745
Spice 2 GO,Kolkata,Jadavpur,"Indian, Chinese",4,77,73,73,200,27.63501912
Chin Thai,Kolkata,Bidhannagar,"Chinese, Thai, Indian",4.2,83,75,75,300,19.38350617
ABsAbsolute Barbecues,Kolkata,Salt Lake,"North, Indian, Mughlai, Chinese, Barbecue, Grill, Seafood, Biryani",4.2,83,77,77,500,12.78699424
Brewbakes Cafe Jodhpur Park,Kolkata,Jodhpur Park,"American, Cafe, Italian, Mexican",4.4,84,80,80,500,13.39589873
Bhooter Raja Dilo Bor,Kolkata,Bidhannagar,Bengali,4.2,85,79,79,800,19.38350617
Shree Ganesh Home Kitchen,Kolkata,Lake Town,"North, Indian",,98,92,92,150,
Cholo Khai,Kolkata,Dumdum,Bengali,4.2,90,84,84,200,12.78699424
Urban Desi Tarka,Kolkata,Alipore,"Chinese, Tandoor, Indian, Biryani",,89,86,86,500,
Yummy Express,Kolkata,Jadavpur,"American, Beverages, Snacks",,84,80,80,200,
Hesel Food Court,Kolkata,Dumdum,"Chinese, Indian",4.1,97,91,91,300,16.12048509
Sri Jagannath - Special Khaja,Kolkata,Baguiati,"Sweets, Indian",4.6,78,72,72,200,21.22955438
To Go,Kolkata,Alipore,"Pastas, Indian, Desserts, Beverages",4.8,84,81,81,200,14.6137077
Dreeam Waffles and Shakes,Kolkata,Bidhannagar,"Beverages, Desserts",,86,78,78,200,
MAI AUR MERI CHAI,Kolkata,Dumdum,"Fast, Food, Italian, Chinese",,77,74,74,200,
MUAH FUCHKA,Kolkata,New Alipore,Indian,3.9,84,81,81,300,17.99897002
Wrap and Grill,Kolkata,Salt Lake,"Indian, Tandoor, Italian, Pizzas",,77,71,71,150,
BANANA LEAF @ KOMALA VILAS,Kolkata,New Alipore,"South, Indian, Beverages",4.4,86,83,83,500,20.30653027
Fatty Mamma Chinese Restaurant,Kolkata,Tollygunge,Chinese,,98,94,94,800,
SIMLA HOTEL AND RESTAURANT,Kolkata,Nagerbazar,Indian,4.3,77,73,73,300,19.84501822
My Food Story,Kolkata,North Dumdum,"Chinese, Combo, Indian, Beverages",3.9,82,79,79,300,11.87363751
The Asian Flare,Kolkata,Salt Lake,"Chinese, Asian, Pan-Asian, Oriental, Thai, Tibetan, Burmese, Seafood, Desserts, Beverages",4.4,81,75,75,500,20.30653027
AD food corner,Kolkata,Ruby Area,Chinese,,82,78,78,150,
KBC-Kolkata Biryani Co,Kolkata,Lake Town,"Biryani, Mughlai, Indian, Tandoor, Kebabs, Snacks",3.7,83,77,77,300,17.07594591
Combo.Com,Kolkata,South Dumdum,"Combo, Chinese, Tandoor, North, Indian, Biryani, Mughlai",3.9,81,75,75,300,17.99897002
Swade Bengali,Kolkata,Lake Gardens,"Thalis, Biryani, Bengali, Snacks",,88,84,84,300,
The Sushi Oke,Kolkata,New Alipore,"Japanese, Sushi, Thai",3.5,83,80,80,1000,13.76138971
Food Junction,Kolkata,South Dumdum,"Indian, Chinese, Tandoor, Biryani, Combo, Snacks",4,81,75,75,300,24.8664244
MALACCA STRAIT,Kolkata,Jadavpur,"Chinese, Thai",,78,74,74,300,
K.G.N.FOOD Plaza,Kolkata,SanityTestArea,"Pizzas, Fast, Food, Chinese, Pastas, Biryani, Beverages",,94,86,86,200,
KING'S TEA CAFE,Kolkata,New Alipore,"Italian, Beverages",4.1,86,83,83,400,18.92199412
RED PITCHER,Kolkata,Jodhpur Park,"Italian, Continental, Desserts, Pizzas, American, Mexican",4.4,84,80,80,300,13.39589873
The Cloud Express,Kolkata,Lake Town,Indian,,84,84,84,300,
JUST FOR FOODIES,Kolkata,Alipore,"South, Indian, Fast, Food",4.5,90,87,87,300,13.70035097
Happizzaa,Kolkata,Garfa,"Pizzas, Italian",4,86,82,82,350,15.72730253
ABsAbsolute Barbecues,Kolkata,Ruby Area,"North, Indian, Mughlai, Chinese, Biryani",3.7,95,91,91,300,11.26473302
Agarwal's Street Cafe,Kolkata,New Alipore,"American, Fast, Food, Italian, Snacks",,91,88,88,200,
Hungerpangs,Kolkata,Kestopur Rabindrapally,"American, Beverages, Continental, Desserts, Italian, Street, Food, Snacks, Tibetan",4.1,78,78,78,200,18.92199412
Binge Baefikar,Kolkata,Tollygunge,"American, Fast, Food, Healthy, Food, Indian, Mexican",4.4,89,85,85,250,20.30653027
UTSAAV,Kolkata,Alipore,Chinese,,91,88,88,300,
Lukochuri,Kolkata,Jodhpur Park,"Chinese, Indian, Thalis, Salads, Healthy, Food, Snacks",3.7,84,80,80,250,17.07594591
Real Food's,Kolkata,Jadavpur,"Snacks, North, Indian, Kebabs, Tandoor",,90,86,86,200,
Shahi Kitchen,Kolkata,New Alipore,"North, Indian, Biryani",3.5,81,78,78,300,10.65582853
Food picasso,Kolkata,Kestopur,"American, Salads, Beverages",,81,81,81,300,
Fresh and Food,Kolkata,Lake Gardens,"Indian, Bengali",3.7,87,83,83,200,11.26473302
Nirmal Food Plaza,Kolkata,Baguihati,"South, Indian, Indian, Chinese, Snacks",4.1,83,77,77,250,28.3258946
Bohemian Cafe,Kolkata,Jadavpur,"Continental, Mexican, Chinese",,86,82,82,300,
Dumghan,Kolkata,North Dumdum,"Biryani, North, Eastern, Kebabs, Indian",4.5,81,78,78,300,20.76804233
IDLI DOSA,Kolkata,Jadavpur,"South, Indian, North, Indian",,86,82,82,200,
Mamamomo,Kolkata,New Alipore,Chinese,4.2,83,80,80,300,16.51366766
Inch By The Lane,Kolkata,Alipore,"Chinese, North, Indian",,88,85,85,250,
CHINESE FOOD CORNER,Kolkata,Lake Gardens,"Chinese, Tandoor",3.7,85,81,81,200,11.26473302
Gusto Pizza,Kolkata,Salt Lake,"Pizzas, Pastas, Italian, American",4,82,76,76,300,24.8664244
Xspicy - Indismart Hotel,Kolkata,Bidhannagar,"Indian, Chinese, Continental, Italian, Thai, South, Indian, Desserts, Combo, Thalis",4.7,89,81,81,300,14.30925546
Fnf Food Centre,Kolkata,Jadavpur,"Fast, Food, Pastas, Combo",,93,89,89,300,
Tea bar,Kolkata,Jadavpur,"Beverages, Juices, Fast, Food",,87,83,83,100,
TEA ADDICTION,Kolkata,Jodhpur Park,Beverages,,93,89,89,300,
Handi Kitchen,Kolkata,Kestopur,"Chinese, Snacks, Indian",4.1,88,82,82,200,12.48254199
Kadhai Kitchen,Kolkata,Bidhannagar,"Biryani, Indian, Chinese, Tandoor, Combo",,77,71,71,300,
SHANDAR CHINESE KITCHEN,Kolkata,Jadavpur,"Chinese, Snacks",4.4,88,84,84,300,20.30653027
Jahangir's Kitchen,Kolkata,Bidhannagar,Indian,4.2,73,65,65,250,19.38350617
Biryani Bowl,Kolkata,Kestopur,"Biryani, Indian",,87,81,81,400,
DROOLING PANDA,Kolkata,Dumdum,"Asian, Chinese, Fast, Food, Combo",4.3,90,84,84,300,16.90685022
MY RECIPES,Kolkata,Ruby Area,Chinese,,81,77,77,400,
Tamang's Frozen Momo,Kolkata,Dumdum,"Chinese, Pastas",,98,92,92,200,
Desi Chinese,Kolkata,Kestopur,Chinese,4.2,73,73,73,350,19.38350617
Red Chilli Restaurant,Kolkata,Kidderpore,"Chinese, Seafood",,97,97,97,300,
Wah Phuchka,Kolkata,Ruby Area,"Fast, Food, Beverages, Snacks",4.7,74,70,70,100,18.47958047
Rosheiya,Kolkata,Baranagar,Indian,,78,75,75,500,
The Tavern Cafe,Kolkata,Jodhpur Park,"Italian, Chinese, Continental",,95,91,91,600,
Xis O Krim,Kolkata,Tollygunge,Desserts,,87,83,83,250,
Wok Up,Kolkata,Jodhpur Park,"Chinese, Thai, Seafood, Asian",4.2,83,79,79,350,26.10974562
The Veg Dhaba,Kolkata,Behala,"Indian, Thalis",3.9,89,86,86,200,17.99897002
The nightingale,Kolkata,Jadavpur,Chinese,,91,87,87,250,
MAC KITCHEN,Kolkata,Alipore,"Indian, Chinese",,95,92,92,200,
The Cheesecake Factory,Kolkata,Jadavpur,"Chinese, Desserts, Continental, Tibetan",4.3,83,79,79,500,13.09144648
Ttoniq,Kolkata,Jadavpur,"Beverages, Snacks",,93,89,89,300,
ZAIKA JUNCTION,Kolkata,New Alipore,"North, Indian, South, Indian, Chinese, Snacks",3.5,91,88,88,200,10.65582853
Chinese Empire,Kolkata,Alipore,Indian,,96,93,93,300,
Go 69 pizza,Kolkata,Jadavpur,Pizzas,,86,82,82,250,
La Cantonese,Kolkata,Jadavpur,"Chinese, Desserts",,96,92,92,400,
AAMAZE DHABA,Kolkata,Ruby Area,"Indian, Chinese",,87,83,83,200,
THE PIE CHART,Kolkata,Jadavpur,"Bakery, Desserts, Snacks",4.6,82,78,78,600,14.00480321
SANDWICH AUR WAFFLE CO,Kolkata,New Alipore,"Snacks, Fast, Food, Waffle, Desserts, Ice, Cream, Pastas, Combo, Beverages",4.3,90,87,87,200,16.90685022
Grace pav bhaji,Kolkata,Lake Town,"South, Indian, Snacks",,85,79,79,10,
MOMO RAJA,Kolkata,Tollygunge,"Chinese, Combo",4.5,88,84,84,300,20.76804233
TOYO KOMBUCHA,Kolkata,Jadavpur,Beverages,,85,81,81,200,
"SPICE	OF	JOY",Kolkata,Garfa,Indian,4.3,86,80,80,500,13.09144648
D TASTY RIDE,Kolkata,Dumdum,"Chinese, Fast, Food",,93,87,87,500,
Khanti Bangali,Kolkata,Tollygunge,"Bengali, Indian, Desserts, Healthy, Food, Beverages, Fast, Food, Combo, Snacks, Thalis, Pastas",3.9,92,88,88,200,17.99897002
Heal Thy Food,Kolkata,Jadavpur,"Beverages, Juices",,85,81,81,500,
Wok For Life,Kolkata,Jodhpur Park,"Chinese, Combo, Desserts, Beverages",,94,90,90,300,
Snacking,Kolkata,Lake gardens,"Continental, Chinese, Combo, Beverages",4.5,85,81,81,500,27.97472745
Agarwal - the veg kitchen,Kolkata,Behala,Indian,3.8,89,86,86,300,11.56918526
OYE PIZZA,Kolkata,Baguihati,Indian,,79,79,79,200,
Kolkata Beverage Company - KBC,Kolkata,Jodhpur,Beverages,4.6,86,82,82,200,18.08639791
Hanglaatherium,Kolkata,Jodhpur Park,"Biryani, Indian",4.3,84,80,80,350,26.73140623
Kakkad,Kolkata,Behala,"North, Indian",3.9,88,85,85,200,15.33411997
GALAWATI,Kolkata,Salt Lake,"Afghani, Mughlai",,84,78,78,300,
Indian express (VEG),Kolkata,Behala,"North, Indian",3.5,94,91,91,300,10.65582853
The Kindest Biryani,Kolkata,Jadavpur,Indian,,84,80,80,200,
The Gravylicious,Kolkata,Haltu,Chinese,,89,83,83,300,
Bake India Dumdum,Kolkata,Golpark,"Bakery, Indian",4.3,87,81,81,250,13.09144648
Saffron,Kolkata,Bidhannagar,"North, Indian, Mughlai, Beverages",4.3,84,76,76,300,13.09144648
Gharana- The Veg House,Kolkata,Behala,"North, Indian",3.8,91,88,88,200,17.53745796
Mirch masala (The Veg Hub ),Kolkata,Behala,Indian,,90,87,87,200,
Roll heaven,Kolkata,Haltu,"Fast, Food",4.2,89,83,83,200,16.51366766
Chakhna wakhna,Kolkata,Haltu,"Chinese, Fast, Food",,88,82,82,200,
CFK,Kolkata,Jadavpur,"Pizzas, Pastas, Fast, Food",,90,86,86,500,
Ubuntu Eat,Kolkata,Jodhpur Park,"Healthy, Food, Bengali, Chinese, Continental",4.4,84,80,80,350,20.30653027
Chinise Mini Hut,Kolkata,Jodhpur Park,Chinese,4.4,87,83,83,300,13.39589873
ME & U,Kolkata,Rabindrapally,"North, Indian",,97,91,91,150,
Royal Jade,Kolkata,East Kolkata Township,Chinese,4.5,76,72,72,450,27.97472745
Hot And Fresh Foodies,Kolkata,Santoshpur,"Chinese, Biryani, Tandoor",,95,89,89,250,
A2Z KITCHEN,Kolkata,Lake Town,"Fast, Food, Combo, Juices",,96,90,90,300,
Emperor Biryani,Kolkata,Haltu,Biryani,,96,90,90,200,
A gin a moto,Kolkata,Haltu,"Fast, Food, Chinese, Combo, Asian",,94,88,88,200,
Amber - Veg Food Delivery,Kolkata,Behala,"North, Indian, Thalis",4,91,88,88,250,15.72730253
The Combo King (Pure Veg),Kolkata,Behala,"North, Indian",4,89,86,86,200,15.72730253
Swadsutra,Kolkata,Salt Lake,"Indian, Chinese, Biryani, Tandoor",3.8,80,74,74,299,14.9409374
Riyasat,Kolkata,Jadavpur,"North, Indian",4.8,94,90,90,1000,14.6137077
The Vorpet Resto,Kolkata,Lake Town,Chinese,,88,82,82,250,
Raksahb,Kolkata,Baguihati,"Indian, Chinese, Tandoor",4.4,90,84,84,300,17.30003278
Bawarchi Fast Food- Jadavpur,Kolkata,Jadavpur,"Fast, Food",4.4,81,77,77,120,20.30653027
Fraisier's,Kolkata,Salt Lake,Bakery,,91,85,85,100,
SECOND WIFE RESTRO,Kolkata,Jadavpur,"Indian, Chinese, Combo",,86,82,82,200,
A Little Happiness,Kolkata,Baguiati,Indian,,94,88,88,250,
Jaluk,Kolkata,Bidhannagar,Assamese,4.3,74,66,66,300,19.84501822
Bangaliyna,Kolkata,Kestopur,"North, Indian, Chinese, Biryani, Bengali",3.7,77,77,77,200,23.00144257
New Punjabi Hotel Ajanta,Kolkata,New Alipore,"North, Indian, Chinese",4.2,86,81,81,300,29.01677007
HUMMY 2 CAKE,Kolkata,Baguihati,"Bakery, Desserts, Sweets",,89,83,83,300,
Binge Momos,Kolkata,Bidhannagar,"Chinese, Pan-Asian",3.8,83,75,75,300,11.56918526
Sandwich Wale,Kolkata,Salt Lake,"Fast, Food, Italian, Desserts",,81,75,75,250,
Snackoo Time,Kolkata,Salt Lake,"Fast, Food, Italian, Desserts",,87,81,81,250,
CAFETERIA HOUSE,Kolkata,Salt Lake,"Pizzas, Fast, Food, Beverages",,77,71,71,250,
Chicken Xperience By Venkys,Kolkata,Baguihati,"Fast, Food",,95,89,89,200,
FRENCH FRY SNACKS,Kolkata,Salt Lake,"Fast, Food, Desserts, Pizzas, Chinese, Beverages",,77,71,71,200,
Swadist,Kolkata,Behala,"Chinese, Combo",,90,85,85,600,
ICECREAM STATION,Kolkata,Salt Lake,"Beverages, Ice, Cream",,78,72,72,200,
VEERS KITCHEN,Kolkata,Sector V Salt Lake,"Chinese, Combo, Tandoor",,85,77,77,400,
Agarwal's Vegetarian,Kolkata,Behala,"Street, Food, North, Indian, Chinese, South, Indian, Fast, Food",4.2,89,86,86,250,19.38350617
Krishna's The Vegetarian Paradise,Kolkata,Behala,"Street, Food, North, Indian, Chinese, South, Indian, Fast, Food",4,92,89,89,200,18.46048207
Krishna Chat Centre,Kolkata,Behala,"Fast, Food, Beverages",3.7,90,87,87,200,17.07594591
Snacks Gali,Kolkata,Salt Lake,"Fast, Food, Italian, Desserts",,84,78,78,250,
ADDA & BIRYANI,Kolkata,Sector V Salt Lake,"Biryani, North, Indian, Combo",,77,69,69,500,
Sandwizz,Kolkata,Lake Town,"Fast, Food",,98,92,92,199,
Burger Cafe,Kolkata,Bidhannagar,"Fast, Food",2.8,77,71,71,200,8.524662826
Dastaan,Kolkata,Ruby Area,Indian,,98,94,94,600,
Waffle Treats,Kolkata,Salt Lake,Desserts,,77,71,71,250,
LANDS OF ICECREAM,Kolkata,Sector V Salt Lake,"Fast, Food, Chinese, Pizzas, Beverages",,73,65,65,300,
Kebabs In Roll - Ramlal Bazar,Kolkata,Near Lal Gate Ramlal BazarSapuipara,"Kebabs, Biryani, North, Indian, Chinese",4.1,88,82,82,300,16.12048509
Appetizers Snacks,Kolkata,Salt Lake,"Italian, Fast, Food, Beverages",,78,72,72,250,
Waffle Square Express,Kolkata,Bidhannagar,Desserts,3,78,72,72,200,11.7954769
CHEF SPECIAL,Kolkata,Kestopur,"Chinese, North, Indian, Seafood, Biryani",,79,79,79,300,
THALI GHAR,Kolkata,Kestopur,Thalis,,94,88,88,300,
Masala Fried Chicken,Kolkata,Salt Lake,"Fast, Food, Italian, Desserts",,81,75,75,250,
Hot and Fresh Fried Chicken,Kolkata,Salt Lake,"Fast, Food, Continental, Pizzas, Snacks, Beverages, Combo",,83,77,77,250,
Krazzy Fried Chicken,Kolkata,Salt Lake,"Indian, Fast, Food, Desserts",,78,72,72,250,
Kwality Swirls,Kolkata,Bidhannagar,"Ice, Cream, Beverages",,76,70,70,250,
Malatir Hesel,Kolkata,Kestopur,"Chinese, Biryani, Snacks, Combo, Seafood",4,85,85,85,300,15.72730253
BANGALIANA,Kolkata,Lake Town,"Indian, North, Indian",3.8,88,88,88,200,11.56918526
Amma's Pure Veg,Kolkata,Baguihati,"Indian, Rajasthani, Punjabi, Thalis, Desserts, Beverages",3.6,95,89,89,250,10.96028078
Yin Yang - Pan Asian Delicacy,Kolkata,Santoshpur,"Chinese, Desserts",,100,94,94,500,
Nisha's Veg Kitchen,Kolkata,Baguihati,"Indian, Rajasthani, Punjabi, Thalis, Desserts, Beverages",4.4,97,91,91,300,20.30653027
NEW MAA KALI SOUTH INDIAN FOOD CENTRE,Kolkata,Haltu,"South, Indian",3,88,82,82,400,9.133567313
Bangaliyana,Kolkata,Lake Town,"Bengali, Indian, Chinese",,88,88,88,300,
Wasabee,Kolkata,Haltu,"Japanese, Chinese, Thai, Singaporean, Burmese",4.2,93,87,87,1000,19.38350617
Cafe Bukpocket,Kolkata,Garfa,"Fast, Food",4.2,92,86,86,250,12.78699424
BABUMOSAI,Kolkata,Chinar Park,"Indian, Chinese, Biryani, Combo",3.9,84,80,80,299,11.87363751
Khana Americana,Kolkata,Alipore,Italian-American,,92,89,89,250,
Sagar Restaurant,Kolkata,Rajarhat,"Indian, Chinese",3.8,87,81,81,300,11.56918526
CHILYMAN,Kolkata,Behala,Chinese,,89,84,84,200,
Kitchen By The Pond,Kolkata,Alipore,Bengali,,94,91,91,200,
Kamini Snacks,Kolkata,Alipore,Snacks,,95,92,92,300,
khana khajana,Kolkata,Salt Lake,"Chinese, Arabian, Mughlai",,83,77,77,400,
THE RIDE CAFE,Kolkata,Ruby Area,"Chinese, Continental",,86,82,82,400,
HAJI TAJ BIRIYANI,Kolkata,South Dumdum,"Biryani, Combo",,90,86,86,250,
The Crabberia,Kolkata,Smarpally kestopur,"Seafood, Chinese",4.1,90,84,84,500,12.48254199
Chinese plaza momo centre,Kolkata,Baguihati,"Chinese, Fast, Food",4.1,90,84,84,300,16.12048509
Maa Trinayani,Kolkata,Garfa,"Mughlai, Indian, Chinese, Biryani",4.2,88,82,82,200,19.38350617
PUNJABI BY TASTE,Kolkata,Kestopur,"North, Indian, Street, Food, Chaat, South, Indian, Thalis, Desserts, Beverages, Snacks, Ice, Cream, Chinese, Italian",3.2,80,74,74,350,9.742471801
So Southy,Kolkata,Bidhannagar,"South, Indian, Jain, Desserts, Beverages",4,81,75,75,300,18.46048207
Cloud Culture,Kolkata,Dum Dum,"Chinese, Continental, Desserts",4.4,89,85,85,300,17.30003278
D Chef Kitchen,Kolkata,Kestopur,"Chinese, North, Indian, Snacks, Biryani, Combo, Tandoor",,83,83,83,300,
Heavens kitchen,Kolkata,Kestopur,Indian,,109,109,109,300,
Kookie Jar,Kolkata,Elgin,"Desserts, Snacks, Bakery",4.6,45,37,37,350,28.59638806
COLLEGE STREET KITCHEN,Kolkata,Burrabazar,"North, Indian, Chinese, Tandoor",,40,35,35,500,
Food Station College Street,Kolkata,College Square,"Indian, Chinese, South, Indian, Continental",4.5,39,34,34,500,17.69321535
Starbucks Coffee,Kolkata,Taltala,"Beverages, Ice, Cream",4.2,54,46,46,400,19.38350617
Cakes  Phoolbagan,Kolkata,Beleghata,"Bakery, Desserts",4.4,39,34,34,200,20.30653027
Gupta Brothers The Abarkhabo Shoppe,Kolkata,MG Road,Indian,4.4,37,32,32,250,30.39852103
Kathleen,Kolkata,Taltala,Desserts,4.2,39,31,31,400,19.38350617
Banchharam's,Kolkata,Tiretti,"Sweets, Desserts",4.4,37,32,32,150,20.30653027
Ganguram-Beadon Street,Kolkata,Sovabazar,"Sweets, Desserts",4.4,36,30,30,200,27.35306684
BREAK-INN CAFE,Kolkata,Burrabazar,"Snacks, Beverages, Indian",,42,37,37,250,
Ganguram-Lal Bazar,Kolkata,Burrabazar,"Indian, Chinese",4.4,42,37,37,100,17.30003278
Arun Tea Stall,Kolkata,Park Street Area,"Fast, Food",4.4,42,34,34,100,27.35306684
Calcutta cravings,Kolkata,Burrabazar,"Bengali, Italian, Chinese, Combo, Snacks, Kebabs, Indian",4.3,43,38,38,300,16.90685022
Bhikharam Chandmal Rajuji,Kolkata,RamMandir,"Sweets, Desserts, Snacks",,40,35,35,400,
Sharma Tiffin,Kolkata,Central Kolkata,"North, Indian",,53,45,45,200,
Machhli Baba Fries,Kolkata,Burrabazar,"Bengali, Fast, Food",4.3,46,41,41,300,19.84501822
Bhikharam Chandmal - Burrabazar,Kolkata,Barabazar Market,"Snacks, Sweets",4.7,42,37,37,300,18.47958047
The Good Food Cafe by Nature's Basket,Kolkata,Central Kolkata,"Continental, Italian, Desserts",,60,52,52,750,
Haldiram's Prabhuji,Kolkata,Barabazar Market,"Street, Food, North, Indian, Chinese, South, Indian",3.9,56,51,51,300,17.99897002
The Yellow Straw,Kolkata,Lal Bazar,"Beverages, Juices, Fast, Food",4.3,40,35,35,200,16.90685022
CROWN CAFE,Kolkata,Burrabazar,"South, Indian, Snacks, Beverages",,49,44,44,120,
KALIGODAM,Kolkata,Barabazar Market,"North, Indian, Sweets",4,43,38,38,200,18.46048207
Jashoda Mistanna Bhandar,Kolkata,Taltala,"Sweets, Fast, Food",4.4,39,34,34,100,20.30653027
