name,city,area,cuisines_clean,rating_clean,cost_two_clean,visibility_index,Platform,value_for_money
Candice's Gourmet Sandwiches,Bangalore,Indiranagar,"Continental, American",4.4,650,20.30653027,Swiggy,0.006769231
Bheemavarma's Biryani,Bangalore,Indiranagar,"Biryani, Andhra, Chettinad, South, Indian, Hyderabadi, Kebabs, Combo",4.2,600,16.51366766,Swiggy,0.007
Rice Spice & That Thing Nice,Bangalore,Indiranagar,"Kerala, Combo, Indian, Beverages",4.2,500,19.38350617,Swiggy,0.0084
Keventers Ice Creamery,Bangalore,Koramangala,"Ice, Cream, Desserts",4.9,200,14.91815994,Swiggy,0.0245
ATH - All Things Healthy!,Bangalore,Indiranagar,"Healthy, Food, Indian, Bakery, Snacks, North, Indian, Keto",4.5,200,20.76804233,Swiggy,0.0225
South Ruchi's,Bangalore,Chickpet,"Chinese, Fast, Food, North, Indian, South, Indian",4.0,150,12.17808975,Swiggy,0.026666667
The Biryani Experiment,Bangalore,Indiranagar,"Biryani, Hyderabadi, Indian, Kebabs, North, Indian, South, Indian, Andhra, Afghani, Combo, Desserts, Beverages, Punjabi, Kerala, Sweets, Arabian, Lucknowi, Parsi, Tandoor",3.9,500,17.99897002,Swiggy,0.0078
NOTO - Healthy Ice Cream,Bangalore,Rajajinagar,"Ice, Cream, Healthy, Food, Desserts",4.3,250,19.84501822,Swiggy,0.0172
Khan Saheb Grills and Rolls,Bangalore,Commercial Street,"Tandoor, Mughlai, North, Indian, Kebabs",4.3,300,16.90685022,Swiggy,0.014333333
The Higher Taste Stores - ISKCON,Bangalore,Malleshwaram,"Sweets, Fast, Food, North, Indian, Italian, Beverages, Desserts",4.4,200,27.35306684,Swiggy,0.022
Responsible Biryani,Bangalore,Indiranagar,"Biryani, North, Indian, Mughlai, Tandoor, Kebabs",4.2,450,16.51366766,Swiggy,0.009333333
BurgerHaus Gourmet Burgers,Bangalore,Indiranagar,"American, Continental, Beverages, Desserts",3.9,600,17.99897002,Swiggy,0.0065
Sendhoor Coffee,Bangalore,Cambridge layout,"South, Indian, Indian, Beverages",4.3,200,29.70764555,Swiggy,0.0215
Dwarkamai Pure Veg Restaurant,Bangalore,Basavanagudi,"North, Indian, Chinese, Tandoor",4.1,400,18.92199412,Swiggy,0.01025
Sai cafe veg,Bangalore,Malleshwaram,"South, Indian",4.3,250,19.84501822,Swiggy,0.0172
S R BIRIYANI HOUSE,Bangalore,Indiranagar,"Biryani, Indian",2.7,150,8.220210582,Swiggy,0.018
Maven Kitchen,Bangalore,Viveka Nagar,"Naga, Chinese",4.6,199,21.22955438,Swiggy,0.023115578
Third Wave Coffee,Bangalore,Ashok Nagar,"Beverages, Bakery, Continental",4.4,400,20.30653027,Swiggy,0.011
The Momo Co.,Bangalore,Koramangala,"Chinese, Pan-Asian, Tibetan",3.8,250,14.9409374,Swiggy,0.0152
Pathaan Sir,Bangalore,Pulikeshi Nagar,"Fast, Food",4.2,300,19.38350617,Swiggy,0.014
Auntie Fungs,Bangalore,Indiranagar,"Chinese, Thai, Asian",4.0,600,18.46048207,Swiggy,0.006666667
MiMi Takeout by Taiki,Bangalore,Jayanagar,"Chinese, Asian, Thai",4.4,850,13.39589873,Swiggy,0.005176471
Aalishan Restaurant & Caterer,Bangalore,Koramangala,"Mughlai, North, Indian",4.3,290,19.84501822,Swiggy,0.014827586
Oh! Calcutta,Bangalore,Ashok Nagar,Bengali,4.3,800,19.84501822,Swiggy,0.005375
Rolls Kitchen,Bangalore,Langford Gardens,"Fast, Food",4.4,200,27.35306684,Swiggy,0.022
The Sugar Free Keto Kafe - By Artinci,Bangalore,Domlur,"Ice, Cream, Healthy, Food, Keto, Desserts, Snacks, Beverages, Bakery",4.7,200,18.47958047,Swiggy,0.0235
Karnataka Bhel House,Bangalore,Malleshwaram,"Chaat, Snacks",4.2,100,16.51366766,Swiggy,0.042
Gopaljee Cafe,Bangalore,Koramangala,"Indian, North, Indian, Fast, Food",4.3,350,19.84501822,Swiggy,0.012285714
Punjab Mail,Bangalore,Malleshwaram,"North, Indian, Punjabi, Thalis, Chinese, Combo, Snacks",4.1,300,18.92199412,Swiggy,0.013666667
ITC Sunfeast Baked Creations,Bangalore,Cox Town,"Bakery, Desserts",4.6,600,21.22955438,Swiggy,0.007666667
ITC Master Chef Creations,Bangalore,Cox Town,"North, Indian, Indian, Punjabi, Biryani, Chaat, Kebabs, Tandoor, Mughlai, Combo, Desserts",4.4,650,27.35306684,Swiggy,0.006769231
Yelneer Katte,Bangalore,Basavanagudi,Beverages,3.4,130,10.35137629,Swiggy,0.026153846
Ketogenic Foods,Bangalore,Vasanth Nagar,"Continental, Desserts, Healthy, Food",4.2,1200,12.78699424,Swiggy,0.0035
Nisarga Garden,Bangalore,Basavanagudi,"North, Indian, South, Indian, Chaat, Beverages",4.1,200,18.92199412,Swiggy,0.0205
Skoosh Bubble Tea,Bangalore,Basavanagudi,Beverages,4.4,300,13.39589873,Swiggy,0.014666667
Green G Juice Bar,Bangalore,Indiranagar,"Beverages, Continental, Desserts",4.2,200,12.78699424,Swiggy,0.021
ITC Windsor - Gourmet Couch,Bangalore,Vasanth Nagar,"North, Indian, Mughlai, Biryani, Grill, Seafood, Kebabs, Desserts",4.5,2500,13.70035097,Swiggy,0.0018
Deja Bowl,Bangalore,Domlur,"North, Indian, Home, Food, Combo, Desserts, Indian, Punjabi, Chinese",4.2,300,12.78699424,Swiggy,0.014
Kitchen of Joy,Bangalore,Indiranagar,"Bengali, Fast, Food, Chinese",4.4,250,20.30653027,Swiggy,0.0176
Davanagere Benne Dose,Bangalore,Jayanagar,"South, Indian",4.1,120,18.92199412,Swiggy,0.034166667
Taste Of Tibet,Bangalore,Central Bangalore,Chinese,4.6,250,18.08639791,Swiggy,0.0184
154 Breakfast Club,Bangalore,Koramangala,"Continental, American",4.4,1000,20.30653027,Swiggy,0.0044
Dr.Gelato,Bangalore,Indiranagar,Desserts,4.5,300,17.69321535,Swiggy,0.015
Goodness Grills,Bangalore,Richmond Town,"Healthy, Food, Continental, Keto, Indian, Salads",3.8,350,17.53745796,Swiggy,0.010857143
Vegan kitchen - By Infinitea,Bangalore,Indiranagar,"Continental, Desserts, Italian, Healthy, Food",4.5,1200,13.70035097,Swiggy,0.00375
Juice Shop,Bangalore,Rajajinagar,"Juices, Beverages, Desserts, Ice, Cream",3.8,150,17.53745796,Swiggy,0.025333333
RCB Bar & Cafe,Bangalore,Ashok Nagar,"Indian, Asian, Continental",4.3,750,16.90685022,Swiggy,0.005733333
Biggies Burger 'n' More,Bangalore,Ashok Nagar,"Fast, Food, American, Attractive, Combos, Available, Beverages, Combo, Desserts, Snacks",4.1,300,16.12048509,Swiggy,0.013666667
Say Cheese! Pizza,Bangalore,Indiranagar,"Pizzas, Italian, Desserts, Pastas",3.4,400,10.35137629,Swiggy,0.0085
Chai Point,Bangalore,Ashok Nagar,"Bakery, Combo, Beverages, Maharashtrian, Snacks, Street, Food, South, Indian, Punjabi, Fast, Food",4.5,150,27.97472745,Swiggy,0.03
BTR - Bhatinda Tiffin Room,Bangalore,Malleshwaram,"North, Indian, Thalis, Punjabi, Combo",4.1,250,18.92199412,Swiggy,0.0164
Chetty's Corner,Bangalore,Chickpet,"Fast, Food",4.0,200,12.17808975,Swiggy,0.02
Thalaivars Biryani,Bangalore,Central Bangalore,"Biryani, Indian",4.3,200,19.84501822,Swiggy,0.0215
Hakkachow,Bangalore,Ashok Nagar,Asian,4.1,500,12.48254199,Swiggy,0.0082
Sriracha,Bangalore,Ashok Nagar,Asian,4.0,1600,12.17808975,Swiggy,0.0025
Sanchez,Bangalore,Ashok Nagar,"Mexican, Salads",4.7,1200,14.30925546,Swiggy,0.003916667
Chaipatty,Bangalore,Indiranagar,"Fast, Food, Beverages, Pizzas, Street, Food, Snacks",3.9,200,15.33411997,Swiggy,0.0195
Shehzadas Biryani,Bangalore,Koramangala,"Biryani, Hyderabadi, Andhra, North, Indian, South, Indian, Tandoor, Chinese, Seafood",4.2,350,12.78699424,Swiggy,0.012
Smoke House Deli,Bangalore,Ashok Nagar,"European, Italian, American, Pastas, Salads, Juices, Desserts, Combo",4.5,800,27.97472745,Swiggy,0.005625
New Agarwal Bhavan,Bangalore,Malleshwaram,"Bakery, Sweets, Snacks",4.2,150,19.38350617,Swiggy,0.028
Sri Ganesh Juice Center,Bangalore,New Tippasandra,Beverages,4.5,200,17.69321535,Swiggy,0.0225
Breakfast Express,Bangalore,Indiranagar,"Continental, North, Indian, South, Indian, American, Beverages, British, Cafe, Combo, European, Desserts",4.2,200,26.10974562,Swiggy,0.021
Bombay Kulfi,Bangalore,Sudhama Nagar,"Desserts, Ice, Cream",3.9,100,15.33411997,Swiggy,0.039
Lassi Corner,Bangalore,Koramangala,"Beverages, Ice, Cream",3.3,199,10.04692404,Swiggy,0.016582915
Hotel Revoli Inn,Bangalore,Sudhama Nagar,"Indian, Chinese, Tandoor, South, Indian",4.0,400,15.72730253,Swiggy,0.01
Dadi Di Rasoi,Bangalore,Shanti Nagar,"North, Indian",3.7,200,11.26473302,Swiggy,0.0185
Sree Venkateshwara Foods,Bangalore,Indiranagar,"Hyderabadi, Andhra, Continental",3.8,500,14.9409374,Swiggy,0.0076
XO Belgian Waffle,Bangalore,Koramangala,Desserts,4.3,250,19.84501822,Swiggy,0.0172
Bangalore Mandarin,Bangalore,Indiranagar,Chinese,4.3,800,26.73140623,Swiggy,0.005375
Snack A Way by ITC Master Chef,Bangalore,Cox Town,"Fast, Food, Mughlai, Lebanese, Chaat, Snacks, Desserts",4.0,450,12.17808975,Swiggy,0.008888889
Tandoor and Tadka,Bangalore,Indiranagar,"North, Indian, Tandoor, Chinese",3.8,250,14.9409374,Swiggy,0.0152
Rajasthani Dhaba,Bangalore,Shanti Nagar,"North, Indian",3.8,200,17.53745796,Swiggy,0.019
Hotel Tom's Restaurant,Bangalore,Ashok Nagar,"Mangalorean, Biryani, Seafood, Chinese, North, Indian, Desserts, South, Indian, Combo",4.4,400,20.30653027,Swiggy,0.011
Hungry Panda - Deliciously Chinese,Bangalore,Indiranagar,"Chinese, Asian, Thai",3.2,600,9.742471801,Swiggy,0.005333333
The Fast Food,Bangalore,Malleshwaram,Indian,4.3,150,16.90685022,Swiggy,0.028666667
Cantan,Bangalore,Ashok Nagar,"Chinese, Asian, Vietnamese, Pan-Asian, Seafood, Desserts",4.5,1000,20.76804233,Swiggy,0.0045
Juice Junction,Bangalore,Ashok Nagar,"Juices, Fast, Food",4.5,150,20.76804233,Swiggy,0.03
The Empire Juice Shop,Bangalore,Ashok Nagar,"Juices, Ice, Cream",3.5,200,10.65582853,Swiggy,0.0175
Portland Steak House,Bangalore,Ashok Nagar,"American, European",4.1,1500,16.12048509,Swiggy,0.002733333
Shawarma Time,Bangalore,J.C.Nagar,Arabian,4.3,150,16.90685022,Swiggy,0.028666667
Goli Vada Pav No .1,Bangalore,Indiranagar,"Maharashtrian, North, Indian, Fast, Food, Street, Food",4.4,100,20.30653027,Swiggy,0.044
1131 BAR+KITCHEN,Bangalore,Indiranagar,Indian,3.9,1200,11.87363751,Swiggy,0.00325
Wow! China,Bangalore,Ashok Nagar,"Tibetan, Chinese, Asian, Snacks, Continental, Desserts, Beverages",3.7,300,17.07594591,Swiggy,0.012333333
Blue Tokai Coffee Roasters,Bangalore,Shivaji Nagar,"Healthy, Food, American, Lebanese, Mediterranean, European, Juices, Middle, Eastern",4.7,800,18.47958047,Swiggy,0.005875
Sheeshkebab,Bangalore,Pulikeshi Nagar,"Persian, Arabian, Indian, Middle, Eastern, Biryani",4.2,600,19.38350617,Swiggy,0.007
Vallari Roti and Snacks Ghar,Bangalore,Malleshwaram,Indian,4.4,250,17.30003278,Swiggy,0.0176
Cake Pastries,Bangalore,Rajajinagar,Bakery,3.9,500,11.87363751,Swiggy,0.0078
Salad Matters,Bangalore,Koramangala,"Salads, Healthy, Food, Desserts, Beverages",4.5,550,20.76804233,Swiggy,0.008181818
Tunday Kababi,Bangalore,Koramangala,"Mughlai, Lucknowi",4.1,300,18.92199412,Swiggy,0.013666667
Via Milano,Bangalore,Jayanagar,"Pizzas, Italian, European, Mediterranean, Pastas, Continental, Seafood, Middle, Eastern, Grill, Greek, Salads, Oriental",4.5,800,13.70035097,Swiggy,0.005625
Keventers - Milkshakes and Desserts,Bangalore,Central Bangalore,"Beverages, Ice, Cream, Desserts, Healthy, Food",4.4,300,17.30003278,Swiggy,0.014666667
Terra Bites,Bangalore,Koramangala,"Continental, American, Italian, Mexican",4.4,700,13.39589873,Swiggy,0.006285714
BASMATI'S BRIYANI NATION,Bangalore,Koramangala,"Biryani, Andhra, Hyderabadi, South, Indian, North, Indian, Tandoor, Beverages, Desserts",3.4,300,10.35137629,Swiggy,0.011333333
LOT LIKE CREPES INDIRANAGAR,Bangalore,Indiranagar,"French, American, Italian, Desserts",4.3,500,16.90685022,Swiggy,0.0086
Uday Sweets,Bangalore,Koramangala,"Fast, Food",3.9,100,15.33411997,Swiggy,0.039
China Pearl,Bangalore,Koramangala,"Chinese, Asian",4.5,1100,31.08939651,Swiggy,0.004090909
The Dessert Corner,Bangalore,Indiranagar,"Bakery, Desserts",4.5,200,13.70035097,Swiggy,0.0225
ROYCE' Chocolate,Bangalore,Ulsoor,"Desserts, Sweets, Snacks",4.9,750,14.91815994,Swiggy,0.006533333
Yum In My Tum,Bangalore,Koramangala,"Chinese, Continental, Beverages, Pizzas, Italian, North, Indian, Pastas, Desserts, Tibetan, Healthy, Food",3.9,200,24.24476379,Swiggy,0.0195
Amma's Pastries,Bangalore,Frazer Town,"Bakery, Desserts",4.4,350,17.30003278,Swiggy,0.012571429
NH8,Bangalore,Indiranagar,"Rajasthani, Gujarati, North, Indian, Snacks, Desserts, Beverages, Thalis, Chaat",4.0,350,15.72730253,Swiggy,0.011428571
Burger It Up,Bangalore,Central Bangalore,"American, Continental, Beverages, Desserts, Fast, Food",4.1,200,12.48254199,Swiggy,0.0205
Momo Monk,Bangalore,Central Bangalore,"Pan-Asian, Chinese",4.2,180,12.78699424,Swiggy,0.023333333
Carols Pastries & Bakers,Bangalore,Central Bangalore,Bakery,4.5,500,13.70035097,Swiggy,0.009
Bombay Kulfis,Bangalore,Basavanagudi,"North, Indian, Desserts, Fast, Food",4.7,100,21.69106643,Swiggy,0.047
Snack House,Bangalore,Central Bangalore,"Fast, Food, Street, Food",4.2,300,16.51366766,Swiggy,0.014
Yogisthaan,Bangalore,Indiranagar,"Healthy, Food, North, Indian, Beverages, Indian, Mediterranean, Italian, Salads",4.2,600,19.38350617,Swiggy,0.007
Chinita Real Mexican Food,Bangalore,Indiranagar,"Mexican, Beverages, Salads",4.5,1000,27.97472745,Swiggy,0.0045
Tata Cha now Qmin,Bangalore,Vasanth Nagar,"Beverages, Bakery, Chaat, Desserts, Fast, Food, Home, Food, Maharashtrian, Snacks, Street, Food, Sweets, Indian, Combo, Parsi",4.2,200,19.38350617,Swiggy,0.021
Momo Rice Noodles,Bangalore,Ejipura,"Chinese, Thai",4.2,350,19.38350617,Swiggy,0.012
Paratha Plaza,Bangalore,Indiranagar,"North, Indian",4.4,250,20.30653027,Swiggy,0.0176
The Biryani Life,Bangalore,Shantinagar,"Biryani, Hyderabadi, Lucknowi, North, Indian, Mughlai, Combo, Desserts",4.0,250,12.17808975,Swiggy,0.016
Cupcake Noggins - CakesPastries and Desserts,Bangalore,Koramangala,"Desserts, British, Bakery, Pizzas, Snacks",4.3,150,19.84501822,Swiggy,0.028666667
Tea Brew,Bangalore,Domlur,"American, Italian, Beverages, Continental, Chinese, Pastas, Pizzas, Fast, Food",4.1,350,18.92199412,Swiggy,0.011714286
Kanpur Ki Kachauri,Bangalore,Indiranagar,"North, Indian, Combo",4.5,275,17.69321535,Swiggy,0.016363636
Amadora Gourmet Ice Cream & Sorbet,Bangalore,Ashok Nagar,Desserts,4.5,450,13.70035097,Swiggy,0.01
Chinese Wok (Wok Express),Bangalore,Malleshwaram,"Chinese, Asian, Tibetan, Desserts",3.9,250,17.99897002,Swiggy,0.0156
Savory Platters by UPP,Bangalore,Domlur,"American, Continental, French, Beverages",4.0,300,12.17808975,Swiggy,0.013333333
Golden Chai,Bangalore,Jayanagar,"Beverages, Snacks, Fast, Food",4.3,200,13.09144648,Swiggy,0.0215
Tasty Paradise,Bangalore,Malleshwaram,"Andhra, Chinese, Mughlai, North, Indian, Seafood",3.9,330,17.99897002,Swiggy,0.011818182
Hatti Kaapi - Coffee and more,Bangalore,Basavanagudi,"Beverages, Fast, Food, South, Indian, Bakery, Combo, Cafe, Snacks",4.2,150,16.51366766,Swiggy,0.028
Tricky Shakes,Bangalore,Koramangala,"Ice, Cream, Beverages",5.0,250,15.22261219,Swiggy,0.02
Brown Burger Co.,Bangalore,Koramangala,"American, Fast, Food, Beverages, Pizzas, Snacks, Juices, Desserts",4.4,300,13.39589873,Swiggy,0.014666667
Bistro Oui,Bangalore,Koramangala,Continental,4.2,800,19.38350617,Swiggy,0.00525
By 2 Coffee,Bangalore,Chamrajpet,"South, Indian",4.4,100,20.30653027,Swiggy,0.044
Purani Dehli,Bangalore,Seshadripuram,"North, Indian, Combo, Snacks, Chinese, Sweets, Beverages",3.7,300,14.54775484,Swiggy,0.012333333
Milano Ice Cream,Bangalore,Indiranagar,"Ice, Cream, Desserts",4.7,200,29.21804868,Swiggy,0.0235
Hotel Bilal Biriyani Centre,Bangalore,Azad Nagar,Biryani,3.9,180,11.87363751,Swiggy,0.021666667
Five Star Chicken,Bangalore,Jayamahal,Biryani,4.3,300,16.90685022,Swiggy,0.014333333
NAMMA KUDLA RESTAURANT,Bangalore,Wilson Garden,Indian,4.1,300,12.48254199,Swiggy,0.013666667
Home Plate,Bangalore,Rajajinagar,"Home, Food, North, Indian, Andhra, Healthy, Food, Thalis, Desserts, Indian, Punjabi",4.1,160,18.92199412,Swiggy,0.025625
J K Fish Land,Bangalore,Basavanagudi,"Coastal, Seafood",4.1,300,12.48254199,Swiggy,0.013666667
Paandikadai-Chettinad kitchen by Salt,Bangalore,Adugodi,"Biryani, Combo, South, Indian, Chettinad",3.9,400,11.87363751,Swiggy,0.00975
Dhishoom -Dhaba by Salt,Bangalore,Adugodi,"North, Indian, Kebabs, Tandoor, Biryani, Combo",4.3,400,13.09144648,Swiggy,0.01075
Nutribites,Bangalore,Richmond Town,"Healthy, Food, Juices",4.6,150,21.22955438,Swiggy,0.030666667
The Deagh,Bangalore,Pulikeshi Nagar,"Indian, Chinese, Mughlai, Seafood",4.1,500,25.48808501,Swiggy,0.0082
Cane Fresh,Bangalore,Pulikeshi Nagar,"Indian, Beverages, Desserts",4.4,50,17.30003278,Swiggy,0.088
Natural Ice Cream,Bangalore,Ashok Nagar,"Ice, Cream",4.7,150,21.69106643,Swiggy,0.031333333
Suryawanshi,Bangalore,Domlur,"Maharashtrian, Seafood",4.1,600,18.92199412,Swiggy,0.006833333
Mad Mex,Bangalore,Ashok Nagar,"Mexican, Fast, Food, Salads",4.5,1000,13.70035097,Swiggy,0.0045
The Grill and Cheese Cafe,Bangalore,Pulikeshi Nagar,"Snacks, Fast, Food, Bakery",4.3,450,16.90685022,Swiggy,0.009555556
Homelike,Bangalore,Rajajinagar,"Thalis, Combo, Beverages, Pizzas, Indian",3.2,300,9.742471801,Swiggy,0.010666667
Rocket Wok,Bangalore,Indiranagar,"Chinese, Thai, Asian, Combo, Vietnamese, Pan-Asian",4.2,400,19.38350617,Swiggy,0.0105
SICILIA PONT (ITALIAN RESTAURANT ),Bangalore,Rajajinagar,"Pizzas, Italian, Desserts, Beverages, Fast, Food, Snacks",4.0,300,12.17808975,Swiggy,0.013333333
Samrat in Chalukya,Bangalore,Sampangi Rama Nagar,"North, Indian, South, Indian",4.2,600,26.10974562,Swiggy,0.007
Craft of Biryani,Bangalore,Koramangala,"North, Indian, Biryani, Kebabs, Beverages, Desserts",4.2,500,19.38350617,Swiggy,0.0084
The Downtown pizzeria,Bangalore,Ejipura,"Italian, Pizzas, Desserts, Salads",4.2,200,12.78699424,Swiggy,0.021
Lakeview Milkbar,Bangalore,Ashok Nagar,"Desserts, Ice, Cream, Bakery, Fast, Food",4.1,450,18.92199412,Swiggy,0.009111111
Big Biriyani Company,Bangalore,Richmond Town,"Biryani, Mughlai",2.5,350,7.611306094,Swiggy,0.007142857
Naachiyar's,Bangalore,Sivanchetti Gardens,"Biryani, Chettinad",4.2,600,19.38350617,Swiggy,0.007
Roomali,Bangalore,Ashok Nagar,"North, Indian, Indian",4.4,1000,20.30653027,Swiggy,0.0044
Cafe Medley,Bangalore,Koramangala,"Desserts, American, Continental, Italian, Bakery, Beverages",3.6,450,10.96028078,Swiggy,0.008
Monsoon,Bangalore,Sivanchetti Gardens,"Andhra, Asian, Bengali, Biryani, Chettinad, Coastal, Continental, Desserts, Fast, Food, Italian, Mughlai, North, Indian, Pan-Asian, Seafood, South, Indian",4.5,700,13.70035097,Swiggy,0.006428571
Tewari Bros Mithai Shop,Bangalore,Sivanchetti Gardens,"Gujarati, Rajasthani, Fast, Food",3.1,150,9.438019557,Swiggy,0.020666667
Chai Days,Bangalore,Kodihalli,"Beverages, Snacks, Combo, Bakery",4.4,200,30.39852103,Swiggy,0.022
Burma Burma,Bangalore,Indiranagar,"Pan-Asian, Burmese",4.5,1300,20.76804233,Swiggy,0.003461538
Green Theory,Bangalore,Ashok Nagar,"Italian, Continental, Healthy, Food",4.3,1000,16.90685022,Swiggy,0.0043
Hungry B,Bangalore,Domlur,"North, Indian, Indian, Continental, Biryani, Beverages, Combo",3.8,250,11.56918526,Swiggy,0.0152
Toscano,Bangalore,Ashok Nagar,"Italian, Pizzas, Pastas, Continental, Salads, Desserts, Beverages, Combo",4.3,1200,19.84501822,Swiggy,0.003583333
